topic,source,author,title,description,content,published_at,url
tanker shipping,GlobeNewswire,Research and Markets,Retail Oil & Gas Logistics Market Revenues to Witness $1.2 Billion Increase by 2028,An Assessment of Global and Country-Level Growth Trends for Railroad and Tanker Trucks Transportation An Assessment of Global and Country-Level Growth Trends for Railroad and Tanker Trucks Transportation,"Dublin, Dec. 16, 2024 (GLOBE NEWSWIRE) -- The ""Retail Oil &amp; Gas Logistics Market 2024-2028"" report has been added to ResearchAndMarkets.com's offering.
The retail oil and gas logistics market is… [+3001 chars]",2024-12-16T15:14:00Z,https://www.globenewswire.com/news-release/2024/12/16/2997656/28124/en/Retail-Oil-Gas-Logistics-Market-Revenues-to-Witness-1-2-Billion-Increase-by-2028.html
tanker shipping,The Jerusalem Post,BY REUTERS,US imposes sanctions on Iran and Houthi-related targets,"“The United States is committed to targeting Iran’s key revenue streams that fund its destabilizing activities,” Bradley Smith.","The United States on Thursday imposed sanctions on Iran and Houthi-related entities, according to the Treasury Department website which listed a number of individuals, companies and vessels that had … [+1536 chars]",2024-12-19T18:24:44Z,https://www.jpost.com/middle-east/iran-news/article-834198
tanker shipping,OilPrice.com,Tsvetana Paraskova,Iran’s Floating Oil Storage Jumps Amid Tighter Sanctions,Iran’s oil is increasingly finding its way into floating storage offshore Southeast Asia instead of at customers as a recent raft of U.S. sanctions on tankers shipping Iranian oil has made Chinese buyers more careful. The volumes of Iranian oil stored on tank…,"China's export tax rebate cancellation…
The anticipation of Trump's second…
By Tsvetana Paraskova - Dec 20, 2024, 8:30 AM CSTIran’s oil is increasingly finding its way into floating storage offshor… [+2261 chars]",2024-12-20T14:30:00Z,https://oilprice.com/Latest-Energy-News/World-News/Irans-Floating-Oil-Storage-Jumps-Amid-Tighter-Sanctions.html
tanker shipping,gcaptain.com,Reuters,Iranian Oil Prices to China Hit New Multi-year Highs as Sanctions Hit Shipping,"The price of Iranian crude oil sold to China has risen to the highest in years as fresh U.S. sanctions have tightened shipping capacity and driven up logistics costs, trade sources and analysts said.","SINGAPORE, Dec 13 (Reuters) – The price of Iranian crude oil sold to China has risen to the highest in years as fresh U.S. sanctions have tightened shipping capacity and driven up logistics costs, tr… [+3655 chars]",2024-12-13T18:00:39Z,https://gcaptain.com/iranian-oil-prices-to-china-hit-new-multi-year-highs-as-sanctions-hit-shipping/
tanker shipping,GlobeNewswire,Performance Shipping Inc.,Performance Shipping Inc. Issues 2023 Sustainability Report,"ATHENS, Greece, Dec. 11, 2024 (GLOBE NEWSWIRE) -- Performance Shipping Inc. (NASDAQ: PSHG), (“we” or the “Company”), a global shipping company specializing in the ownership of tanker vessels, today announced the release of its 2023 Sustainability Report (the …","ATHENS, Greece, Dec. 11, 2024 (GLOBE NEWSWIRE) -- Performance Shipping Inc. (NASDAQ: PSHG), (we or the Company), a global shipping company specializing in the ownership of tanker vessels, today annou… [+4418 chars]",2024-12-11T14:23:00Z,https://www.globenewswire.com/news-release/2024/12/11/2995487/14069/en/Performance-Shipping-Inc-Issues-2023-Sustainability-Report.html
tanker shipping,ETF Daily News,MarketBeat News,Diana Shipping (NYSE:DSX) versus Toro (NASDAQ:TORO) Head to Head Survey,"Toro (NASDAQ:TORO – Get Free Report) and Diana Shipping (NYSE:DSX – Get Free Report) are both small-cap transportation companies, but which is the superior stock? We will contrast the two businesses based on the strength of their risk, earnings, dividends, an…","Toro (NASDAQ:TORO – Get Free Report) and Diana Shipping (NYSE:DSX – Get Free Report) are both small-cap transportation companies, but which is the superior stock? We will contrast the two businesses … [+3983 chars]",2024-11-25T09:03:10Z,https://www.etfdailynews.com/2024/11/25/diana-shipping-nysedsx-versus-toro-nasdaqtoro-head-to-head-survey/
tanker shipping,Investing.com,Investing.com,Teekay Tankers stock hits 52-week low at $37.51,Teekay Tankers stock hits 52-week low at $37.51,"In a challenging market environment, Teekay Tankers Ltd (NYSE:TNK) stock has reached a 52-week low, touching down at $37.51. According to InvestingPro analysis, the stock appears undervalued, with te… [+2188 chars]",2024-12-13T15:12:16Z,https://www.investing.com/news/company-news/teekay-tankers-stock-hits-52week-low-at-3751-93CH-3771776
tanker shipping,ETF Daily News,MarketBeat News,Top Ships (NASDAQ:TOPS) Now Covered by Analysts at StockNews.com,StockNews.com assumed coverage on shares of Top Ships (NASDAQ:TOPS – Free Report) in a research note released on Sunday. The firm issued a hold rating on the shipping company’s stock. Top Ships Trading Up 0.0 % Shares of NASDAQ TOPS opened at $7.59 on Friday.…,"StockNews.com assumed coverage on shares of Top Ships (NASDAQ:TOPS – Free Report) in a research note released on Sunday. The firm issued a hold rating on the shipping company’s stock.
Top Ships Trad… [+1672 chars]",2024-12-02T07:04:55Z,https://www.etfdailynews.com/2024/12/02/top-ships-nasdaqtops-now-covered-by-analysts-at-stocknews-com/
tanker shipping,ETF Daily News,MarketBeat News,Top Ships (NASDAQ:TOPS) Earns Hold Rating from Analysts at StockNews.com,StockNews.com began coverage on shares of Top Ships (NASDAQ:TOPS – Free Report) in a research note issued to investors on Saturday. The firm issued a hold rating on the shipping company’s stock. Top Ships Trading Up 0.5 % TOPS stock opened at $7.89 on Friday.…,"StockNews.com began coverage on shares of Top Ships (NASDAQ:TOPS – Free Report) in a research note issued to investors on Saturday. The firm issued a hold rating on the shipping company’s stock.
Top… [+1706 chars]",2024-11-26T06:06:51Z,https://www.etfdailynews.com/2024/11/26/top-ships-nasdaqtops-earns-hold-rating-from-analysts-at-stocknews-com/
tanker shipping,ETF Daily News,MarketBeat News,Top Ships (NASDAQ:TOPS) Now Covered by StockNews.com,StockNews.com initiated coverage on shares of Top Ships (NASDAQ:TOPS – Free Report) in a research report released on Monday morning. The brokerage issued a hold rating on the shipping company’s stock. Top Ships Price Performance Shares of Top Ships stock open…,StockNews.com initiated coverage on shares of Top Ships (NASDAQ:TOPS – Free Report) in a research report released on Monday morning. The brokerage issued a hold rating on the shipping company’s stock… [+1751 chars],2024-12-10T06:27:08Z,https://www.etfdailynews.com/2024/12/10/top-ships-nasdaqtops-now-covered-by-stocknews-com/
tanker shipping,CleanTechnica,Michael Barnard,Hydrogen Ships Are Seeing Same Pattern As All Hydrogen Fleets,"As the years pass and more re-enactments of the Odyssey of the Hydrogen Fleet are played out, they get staged in multiple settings, much like Shakespeare’s Tempest being staged in a waterpark in Germany in 2019. In recent months, I’ve curated a couple of list…","Sign up for daily news updates from CleanTechnica on email. Or follow us on Google News!
As the years pass and more re-enactments of the Odyssey of the Hydrogen Fleet are played out, they get staged… [+17975 chars]",2024-12-13T03:37:54Z,https://cleantechnica.com/2024/12/12/hydrogen-ships-are-seeing-same-pattern-as-all-hydrogen-fleets/
tanker shipping,GlobeNewswire,Performance Shipping Inc.,"Performance Shipping Inc. Secures 21-Month Time Charter Contract at US$28,000 Per Day for Aframax Tanker, M/T Blue Moon","ATHENS, Greece, Dec. 18, 2024 (GLOBE NEWSWIRE) -- Performance Shipping Inc. (NASDAQ: PSHG), (“we” or the “Company”), a global shipping company specializing in the ownership of tanker vessels, today announced that, through a separate wholly-owned subsidiary, i…","ATHENS, Greece, Dec. 18, 2024 (GLOBE NEWSWIRE) -- Performance Shipping Inc. (NASDAQ: PSHG), (we or the Company), a global shipping company specializing in the ownership of tanker vessels, today annou… [+4999 chars]",2024-12-18T14:27:00Z,https://www.globenewswire.com/news-release/2024/12/18/2999133/14069/en/Performance-Shipping-Inc-Secures-21-Month-Time-Charter-Contract-at-US-28-000-Per-Day-for-Aframax-Tanker-M-T-Blue-Moon.html
tanker shipping,GlobeNewswire,Performance Shipping Inc.,"Performance Shipping Inc. Secures Time Charter Contract with Oil Major at US$33,500 Per Day for LR2 Aframax Tanker, M/T P. Aliki","ATHENS, Greece, Dec. 03, 2024 (GLOBE NEWSWIRE) -- Performance Shipping Inc. (NASDAQ: PSHG), (“we” or the “Company”), a global shipping company specializing in the ownership of tanker vessels, today announced that, through a separate wholly-owned subsidiary, i…","ATHENS, Greece, Dec. 03, 2024 (GLOBE NEWSWIRE) -- Performance Shipping Inc. (NASDAQ: PSHG), (we or the Company), a global shipping company specializing in the ownership of tanker vessels, today annou… [+4946 chars]",2024-12-03T14:27:00Z,https://www.globenewswire.com/news-release/2024/12/03/2990787/14069/en/Performance-Shipping-Inc-Secures-Time-Charter-Contract-with-Oil-Major-at-US-33-500-Per-Day-for-LR2-Aframax-Tanker-M-T-P-Aliki.html
tanker shipping,ETF Daily News,MarketBeat News,Top Ships (NASDAQ:TOPS) Coverage Initiated by Analysts at StockNews.com,Equities research analysts at StockNews.com assumed coverage on shares of Top Ships (NASDAQ:TOPS – Get Free Report) in a research note issued on Tuesday. The brokerage set a “hold” rating on the shipping company’s stock. Top Ships Trading Down 1.3 % NASDAQ TO…,Equities research analysts at StockNews.com assumed coverage on shares of Top Ships (NASDAQ:TOPS – Get Free Report) in a research note issued on Tuesday. The brokerage set a “hold” rating on the ship… [+1117 chars],2024-12-17T07:23:10Z,https://www.etfdailynews.com/2024/12/17/top-ships-nasdaqtops-coverage-initiated-by-analysts-at-stocknews-com/
tanker shipping,Financial Post,Bloomberg News,Sanctioned Tanker Is Taking Russian Crude the Long Way to Suez,"A tanker hauling Russian crude from the Baltic Sea to India is taking an unusually long route around the UK, just as Britain expands sanctions against Russia’s energy industry.","(Bloomberg) A tanker hauling Russian crude from the Baltic Sea to India is taking an unusually long route around the UK, just as Britain expands sanctions against Russias energy industry.
The Aframa… [+1785 chars]",2024-12-03T17:06:52Z,https://financialpost.com/pmn/business-pmn/sanctioned-tanker-is-taking-russian-crude-the-long-way-to-suez
tanker shipping,Yahoo Entertainment,Jonathan Saul and Parisa Hafezi,"Iran's Revolutionary Guards extend control over Tehran's oil exports, sources say",Iran's Revolutionary Guards have tightened their grip on the country's oil industry and control up to half the exports that generate most of Tehran's revenue...,"Yahoo is using AI to generate takeaways from this article. This means the info may not always match what's in the article. Reporting mistakes helps us improve the experience.Generate Key Takeaways
B… [+9052 chars]",2024-12-18T06:04:51Z,https://www.yahoo.com/news/irans-revolutionary-guards-extend-control-060451232.html
tanker shipping,Globalsecurity.org,John Pike,Treasury Intensifies Pressure on Iranian Shadow Fleet,"Today, the United States is imposing sanctions on 35 entities and vessels that play a critical role in transporting illicit Iranian petroleum to foreign markets. This action imposes additional costs on Iran's petroleum sector following Iran's attack against I…","U.S. Department of the Treasury
December 3, 2024
WASHINGTON -- Today, the United States is imposing sanctions on 35 entities and vessels that play a critical role in transporting illicit Iranian pe… [+12903 chars]",2024-12-04T04:17:10Z,https://www.globalsecurity.org/wmd/library/news/iran/2024/iran-241203-treasury01.htm
tanker shipping,Investing.com,Investing.com,Performance Shipping Inc. Issues 2023 Sustainability Report,Performance Shipping Inc. Issues 2023 Sustainability Report,"ATHENS, Greece, Dec. 11, 2024 (GLOBE NEWSWIRE) -- Performance Shipping Inc. (NASDAQ: PSHG), (we or the Company), a global shipping company specializing in the ownership of tanker vessels, today annou… [+4747 chars]",2024-12-11T14:28:04Z,https://www.investing.com/news/press-releases/performance-shipping-inc-issues-2023-sustainability-report-93CH-3766620
tanker shipping,Insurance Journal,Admin,Baltic Sea Countries to Start Checking Insurance Status of Tankers Moving Russian Oil,"Twelve European countries are set to clamp down on tankers that move millions of barrels of Russian petroleum around the world — by asking to see how they’re protected against oil spills and other high-cost claims. Nations including Denmark, Estonia, …",Twelve European countries are set to clamp down on tankers that move millions of barrels of Russian petroleum around the world by asking to see how they’re protected against oil spills and other high… [+4709 chars],2024-12-17T09:50:46Z,https://www.insurancejournal.com/news/international/2024/12/17/805085.htm
tanker shipping,ETF Daily News,MarketBeat News,Financial Analysis: Toro (NASDAQ:TORO) versus Castor Maritime (NASDAQ:CTRM),"Insider & Institutional Ownership 1.1% of Castor Maritime shares are held by institutional investors. Comparatively, 1.7% of Toro shares are held by institutional investors. Strong institutional ownership is an indication that large money managers, endowments…","Insider &amp; Institutional Ownership
1.1% of Castor Maritime shares are held by institutional investors. Comparatively, 1.7% of Toro shares are held by institutional investors. Strong institutional… [+3084 chars]",2024-12-14T06:54:57Z,https://www.etfdailynews.com/2024/12/14/financial-analysis-toro-nasdaqtoro-versus-castor-maritime-nasdaqctrm/
tanker shipping,Lithub.com,Lit Hub Excerpts,“Local Specialty”,"The fog is unreasonable—thick and too chilly for summer—on my morning bike ride to Bertha’s Breakfast Buffet, where I’m lead server and manager. When I cross the bridge to town, it feels like I’m about to roll right off the edge of the map. I edge closer to t…","The fog is unreasonablethick and too chilly for summeron my morning bike ride to Berthas Breakfast Buffet, where Im lead server and manager. When I cross the bridge to town, it feels like Im about to… [+20998 chars]",2024-12-16T09:22:22Z,https://lithub.com/local-specialty/
tanker shipping,ETF Daily News,MarketBeat News,Head to Head Review: Diana Shipping (NYSE:DSX) vs. Okeanis Eco Tankers (NYSE:ECO),"Diana Shipping (NYSE:DSX – Get Free Report) and Okeanis Eco Tankers (NYSE:ECO – Get Free Report) are both small-cap transportation companies, but which is the better stock? We will contrast the two companies based on the strength of their dividends, earnings,…","Diana Shipping (NYSE:DSX – Get Free Report) and Okeanis Eco Tankers (NYSE:ECO – Get Free Report) are both small-cap transportation companies, but which is the better stock? We will contrast the two c… [+4349 chars]",2024-12-13T07:50:52Z,https://www.etfdailynews.com/2024/12/13/head-to-head-review-diana-shipping-nysedsx-vs-okeanis-eco-tankers-nyseeco/
tanker shipping,ETF Daily News,MarketBeat News,Reviewing Performance Shipping (NASDAQ:PSHG) & Navigator (NYSE:NVGS),"Performance Shipping (NASDAQ:PSHG – Get Free Report) and Navigator (NYSE:NVGS – Get Free Report) are both small-cap transportation companies, but which is the better stock? We will contrast the two businesses based on the strength of their earnings, profitabi…","Performance Shipping (NASDAQ:PSHG – Get Free Report) and Navigator (NYSE:NVGS – Get Free Report) are both small-cap transportation companies, but which is the better stock? We will contrast the two b… [+4266 chars]",2024-12-08T07:11:00Z,https://www.etfdailynews.com/2024/12/08/reviewing-performance-shipping-nasdaqpshg-navigator-nysenvgs/
tanker shipping,ETF Daily News,MarketBeat News,Head to Head Contrast: Toro (NASDAQ:TORO) vs. Top Ships (NASDAQ:TOPS),"Insider and Institutional Ownership 1.7% of Toro shares are owned by institutional investors. Comparatively, 6.7% of Top Ships shares are owned by institutional investors. Strong institutional ownership is an indication that hedge funds, endowments and large …","Insider and Institutional Ownership
1.7% of Toro shares are owned by institutional investors. Comparatively, 6.7% of Top Ships shares are owned by institutional investors. Strong institutional owner… [+2869 chars]",2024-12-04T06:40:58Z,https://www.etfdailynews.com/2024/12/04/head-to-head-contrast-toro-nasdaqtoro-vs-top-ships-nasdaqtops/
tanker shipping,Investing.com,Investing.com,HAFNIA LIMITED: Mandatory Notification of Trade by Primary Insider,HAFNIA LIMITED: Mandatory Notification of Trade by Primary Insider,"SINGAPORE--(BUSINESS WIRE)--Perry Van Echtelt, Chief Financial Officer of Hafnia Limited (""Hafnia"", the ""Company"", OSE ticker code: HAFNI, NYSE ticker code: HAFN), has on 17 December 2024 sold 300,00… [+1397 chars]",2024-12-18T07:40:04Z,https://www.investing.com/news/press-releases/hafnia-limited-mandatory-notification-of-trade-by-primary-insider-93CH-3778653
tanker shipping,Investing.com,Investing.com,Frontline Ltd stock hits 52-week low at $13.71 amid market shifts,Frontline Ltd stock hits 52-week low at $13.71 amid market shifts,"In a challenging market environment, Frontline Ltd (NYSE:FRO) stock has touched a 52-week low, dipping to $13.71. Technical indicators from InvestingPro suggest the stock is in oversold territory, wi… [+2411 chars]",2024-12-16T14:45:16Z,https://www.investing.com/news/company-news/frontline-ltd-stock-hits-52week-low-at-1371-amid-market-shifts-93CH-3774699
tanker shipping,ETF Daily News,MarketBeat News,Comparing Himalaya Shipping (NYSE:HSHP) & Castor Maritime (NASDAQ:CTRM),"Himalaya Shipping (NYSE:HSHP – Get Free Report) and Castor Maritime (NASDAQ:CTRM – Get Free Report) are both small-cap transportation companies, but which is the better investment? We will compare the two companies based on the strength of their institutional…","Himalaya Shipping (NYSE:HSHP – Get Free Report) and Castor Maritime (NASDAQ:CTRM – Get Free Report) are both small-cap transportation companies, but which is the better investment? We will compare th… [+3583 chars]",2024-12-05T06:20:58Z,https://www.etfdailynews.com/2024/12/05/comparing-himalaya-shipping-nysehshp-castor-maritime-nasdaqctrm/
tanker shipping,ETF Daily News,MarketBeat News,Critical Review: StealthGas (NASDAQ:GASS) and Toro (NASDAQ:TORO),"Volatility and Risk Toro has a beta of 1.55, meaning that its share price is 55% more volatile than the S&P 500. Comparatively, StealthGas has a beta of 0.8, meaning that its share price is 20% less volatile than the S&P 500. Earnings and Valuation This table…","Volatility and Risk
Toro has a beta of 1.55, meaning that its share price is 55% more volatile than the S&amp;P 500. Comparatively, StealthGas has a beta of 0.8, meaning that its share price is 20% … [+3107 chars]",2024-12-14T07:44:44Z,https://www.etfdailynews.com/2024/12/14/critical-review-stealthgas-nasdaqgass-and-toro-nasdaqtoro/
tanker shipping,Investing.com,Investing.com,HAFNIA LIMITED: Key information relating to dividend for the third quarter 2024,HAFNIA LIMITED: Key information relating to dividend for the third quarter 2024,"SINGAPORE--(BUSINESS WIRE)--Reference is made to the announcement made by Hafnia Limited (""Hafnia or the ""Company"", OSE ticker code: HAFNI, NYSE ticker code: HAFN) on November 27, 2024 announcing the… [+1959 chars]",2024-11-27T07:48:04Z,https://www.investing.com/news/press-releases/hafnia-limited-key-information-relating-to-dividend-for-the-third-quarter-2024-93CH-3743717
tanker shipping,Investing.com,Investing.com,TORM A/S stock plunges to 52-week low at $18.71,TORM A/S stock plunges to 52-week low at $18.71,"In a challenging year for TORM A/S, the shipping company's stock has tumbled to a 52-week low, reaching a price level of $18.71. This downturn reflects a significant 1-year change, with the stock val… [+1915 chars]",2024-12-16T14:42:56Z,https://www.investing.com/news/company-news/torm-as-stock-plunges-to-52week-low-at-1871-93CH-3774696
tanker shipping,ETF Daily News,MarketBeat News,Contrasting Toro (NASDAQ:TORO) and StealthGas (NASDAQ:GASS),"Risk & Volatility Toro has a beta of 1.55, suggesting that its stock price is 55% more volatile than the S&P 500. Comparatively, StealthGas has a beta of 0.8, suggesting that its stock price is 20% less volatile than the S&P 500. Earnings & Valuation This tab…","Risk &amp; Volatility
Toro has a beta of 1.55, suggesting that its stock price is 55% more volatile than the S&amp;P 500. Comparatively, StealthGas has a beta of 0.8, suggesting that its stock price… [+3131 chars]",2024-12-05T06:52:58Z,https://www.etfdailynews.com/2024/12/05/contrasting-toro-nasdaqtoro-and-stealthgas-nasdaqgass/
tanker shipping,ETF Daily News,MarketBeat News,TORM (NASDAQ:TRMD) versus Ultrapetrol (Bahamas) (OTCMKTS:ULTRF) Head-To-Head Comparison,"TORM (NASDAQ:TRMD – Get Free Report) and Ultrapetrol (Bahamas) (OTCMKTS:ULTRF – Get Free Report) are both transportation companies, but which is the better investment? We will compare the two businesses based on the strength of their risk, dividends, valuatio…","TORM (NASDAQ:TRMD – Get Free Report) and Ultrapetrol (Bahamas) (OTCMKTS:ULTRF – Get Free Report) are both transportation companies, but which is the better investment? We will compare the two busines… [+4816 chars]",2024-12-14T06:39:04Z,https://www.etfdailynews.com/2024/12/14/torm-nasdaqtrmd-versus-ultrapetrol-bahamas-otcmktsultrf-head-to-head-comparison/
tanker shipping,ETF Daily News,MarketBeat News,Caprock Group LLC Grows Stock Position in Teekay Co. (NYSE:TK),"Caprock Group LLC grew its stake in shares of Teekay Co. (NYSE:TK – Free Report) by 15.1% during the third quarter, according to its most recent filing with the Securities and Exchange Commission. The institutional investor owned 28,009 shares of the shipping…","Caprock Group LLC grew its stake in shares of Teekay Co. (NYSE:TK – Free Report) by 15.1% during the third quarter, according to its most recent filing with the Securities and Exchange Commission. Th… [+3491 chars]",2024-11-25T09:54:56Z,https://www.etfdailynews.com/2024/11/25/caprock-group-llc-grows-stock-position-in-teekay-co-nysetk/
tanker shipping,ETF Daily News,MarketBeat News,MetLife Investment Management LLC Decreases Holdings in Teekay Co. (NYSE:TK),"MetLife Investment Management LLC reduced its holdings in shares of Teekay Co. (NYSE:TK – Free Report) by 14.6% during the third quarter, according to its most recent disclosure with the Securities and Exchange Commission (SEC). The fund owned 28,491 shares o…","MetLife Investment Management LLC reduced its holdings in shares of Teekay Co. (NYSE:TK – Free Report) by 14.6% during the third quarter, according to its most recent disclosure with the Securities a… [+3326 chars]",2024-12-09T09:45:00Z,https://www.etfdailynews.com/2024/12/09/metlife-investment-management-llc-decreases-holdings-in-teekay-co-nysetk/
tanker shipping,ETF Daily News,MarketBeat News,Jefferies Financial Group Reiterates Hold Rating for Nordic American Tankers (NYSE:NAT),"Jefferies Financial Group reiterated their hold rating on shares of Nordic American Tankers (NYSE:NAT – Free Report) in a report released on Friday morning,Benzinga reports. Jefferies Financial Group currently has a $3.50 target price on the shipping company’…","Jefferies Financial Group reiterated their hold rating on shares of Nordic American Tankers (NYSE:NAT – Free Report) in a report released on Friday morning,Benzinga reports. Jefferies Financial Group… [+3731 chars]",2024-12-02T06:58:51Z,https://www.etfdailynews.com/2024/12/02/jefferies-financial-group-reiterates-hold-rating-for-nordic-american-tankers-nysenat/
tanker shipping,Investing.com,Investing.com,CISS Stock Plummets to 52-Week Low at $0.75 Amid Market Turbulence,CISS Stock Plummets to 52-Week Low at $0.75 Amid Market Turbulence,"In a stark reflection of the challenges facing the tech sector, C3is Inc (CISS) stock has tumbled to a 52-week low, trading at just $0.75. According to InvestingPro data, technical indicators suggest… [+2236 chars]",2024-12-05T15:29:18Z,https://www.investing.com/news/company-news/ciss-stock-plummets-to-52week-low-at-075-amid-market-turbulence-93CH-3757231
tanker shipping,ABC News,The Associated Press,"Damaged Russian ships spilled an estimated 3,700 tons of oil in Kerch Strait, state media says","Russia's state media say an estimated 3,700 tons of low-grade fuel oil has spilled into the Kerch Strait after two Russian ships were seriously damaged by stormy weather","MOSCOW -- An estimated 3,700 tons of low-grade fuel oil has spilled into the Kerch Strait after two Russian ships were seriously damaged by stormy weather, Russian state media reported Monday.
The t… [+1607 chars]",2024-12-16T15:10:26Z,https://abcnews.go.com/Business/wireStory/damaged-russian-ships-spilled-estimated-3700-tons-oil-116827174
tanker shipping,ETF Daily News,MarketBeat News,Nordic American Tankers (NYSE:NAT) Raised to Hold at StockNews.com,Nordic American Tankers (NYSE:NAT – Get Free Report) was upgraded by StockNews.com from a “sell” rating to a “hold” rating in a report issued on Monday. A number of other analysts have also recently issued reports on the company. Jefferies Financial Group rei…,"Nordic American Tankers (NYSE:NAT – Get Free Report) was upgraded by StockNews.com from a “sell” rating to a “hold” rating in a report issued on Monday.
A number of other analysts have also recently… [+3125 chars]",2024-12-04T06:16:55Z,https://www.etfdailynews.com/2024/12/04/nordic-american-tankers-nysenat-raised-to-hold-at-stocknews-com/
tanker shipping,[Removed],,[Removed],[Removed],[Removed],2024-12-15T15:02:00Z,https://removed.com
tanker shipping,ETF Daily News,MarketBeat News,Citigroup Inc. Has $4.18 Million Position in Scorpio Tankers Inc. (NYSE:STNG),"Citigroup Inc. boosted its position in shares of Scorpio Tankers Inc. (NYSE:STNG – Free Report) by 120.1% during the 3rd quarter, according to its most recent Form 13F filing with the Securities & Exchange Commission. The firm owned 58,576 shares of the shipp…","Citigroup Inc. boosted its position in shares of Scorpio Tankers Inc. (NYSE:STNG – Free Report) by 120.1% during the 3rd quarter, according to its most recent Form 13F filing with the Securities &amp… [+5447 chars]",2024-12-04T08:34:55Z,https://www.etfdailynews.com/2024/12/04/citigroup-inc-has-4-18-million-position-in-scorpio-tankers-inc-nysestng/
tanker shipping,ETF Daily News,MarketBeat News,Scorpio Tankers (NYSE:STNG) Price Target Cut to $75.00 by Analysts at Jefferies Financial Group,"Scorpio Tankers (NYSE:STNG – Get Free Report) had its price target lowered by equities research analysts at Jefferies Financial Group from $80.00 to $75.00 in a research note issued to investors on Thursday,Benzinga reports. The firm presently has a “buy” rat…",Scorpio Tankers (NYSE:STNG – Get Free Report) had its price target lowered by equities research analysts at Jefferies Financial Group from $80.00 to $75.00 in a research note issued to investors on T… [+4715 chars],2024-12-14T07:36:55Z,https://www.etfdailynews.com/2024/12/14/scorpio-tankers-nysestng-price-target-cut-to-75-00-by-analysts-at-jefferies-financial-group/
tanker shipping,ETF Daily News,MarketBeat News,"Quantbot Technologies LP Invests $562,000 in Teekay Tankers Ltd. (NYSE:TNK)","Quantbot Technologies LP bought a new stake in Teekay Tankers Ltd. (NYSE:TNK – Free Report) during the third quarter, HoldingsChannel reports. The fund bought 9,650 shares of the shipping company’s stock, valued at approximately $562,000. Several other hedge …","Quantbot Technologies LP bought a new stake in Teekay Tankers Ltd. (NYSE:TNK – Free Report) during the third quarter, HoldingsChannel reports. The fund bought 9,650 shares of the shipping company’s s… [+3795 chars]",2024-12-03T08:56:59Z,https://www.etfdailynews.com/2024/12/03/quantbot-technologies-lp-invests-562000-in-teekay-tankers-ltd-nysetnk/
tanker shipping,ETF Daily News,MarketBeat News,952 Shares in Scorpio Tankers Inc. (NYSE:STNG) Purchased by Wilmington Savings Fund Society FSB,"Wilmington Savings Fund Society FSB purchased a new stake in shares of Scorpio Tankers Inc. (NYSE:STNG – Free Report) in the 3rd quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission (SEC). The institutional investo…","Wilmington Savings Fund Society FSB purchased a new stake in shares of Scorpio Tankers Inc. (NYSE:STNG – Free Report) in the 3rd quarter, according to its most recent Form 13F filing with the Securit… [+4911 chars]",2024-12-22T09:31:06Z,https://www.etfdailynews.com/2024/12/22/952-shares-in-scorpio-tankers-inc-nysestng-purchased-by-wilmington-savings-fund-society-fsb/
tanker shipping,ETF Daily News,MarketBeat News,"18,784 Shares in Scorpio Tankers Inc. (NYSE:STNG) Acquired by Intech Investment Management LLC","Intech Investment Management LLC purchased a new stake in Scorpio Tankers Inc. (NYSE:STNG – Free Report) in the 3rd quarter, according to its most recent filing with the SEC. The fund purchased 18,784 shares of the shipping company’s stock, valued at approxim…","Intech Investment Management LLC purchased a new stake in Scorpio Tankers Inc. (NYSE:STNG – Free Report) in the 3rd quarter, according to its most recent filing with the SEC. The fund purchased 18,78… [+4913 chars]",2024-11-27T09:20:56Z,https://www.etfdailynews.com/2024/11/27/18784-shares-in-scorpio-tankers-inc-nysestng-acquired-by-intech-investment-management-llc/
tanker shipping,ETF Daily News,MarketBeat News,Daiwa Securities Group Inc. Raises Holdings in Scorpio Tankers Inc. (NYSE:STNG),"Daiwa Securities Group Inc. lifted its holdings in shares of Scorpio Tankers Inc. (NYSE:STNG – Free Report) by 37.1% in the third quarter, according to the company in its most recent filing with the Securities and Exchange Commission (SEC). The institutional …","Daiwa Securities Group Inc. lifted its holdings in shares of Scorpio Tankers Inc. (NYSE:STNG – Free Report) by 37.1% in the third quarter, according to the company in its most recent filing with the … [+5302 chars]",2024-11-29T10:04:57Z,https://www.etfdailynews.com/2024/11/29/daiwa-securities-group-inc-raises-holdings-in-scorpio-tankers-inc-nysestng/
tanker shipping,ETF Daily News,MarketBeat News,Scorpio Tankers Inc. (NYSE:STNG) Receives $75.40 Average Price Target from Analysts,"Scorpio Tankers Inc. (NYSE:STNG – Get Free Report) has been given a consensus rating of “Moderate Buy” by the six brokerages that are currently covering the company, Marketbeat.com reports. Three analysts have rated the stock with a hold recommendation and th…","Scorpio Tankers Inc. (NYSE:STNG – Get Free Report) has been given a consensus rating of “Moderate Buy” by the six brokerages that are currently covering the company, Marketbeat.com reports. Three ana… [+5149 chars]",2024-12-18T08:18:50Z,https://www.etfdailynews.com/2024/12/18/scorpio-tankers-inc-nysestng-receives-75-40-average-price-target-from-analysts/
